key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-296974292,Coral reefs in the face of ecological threats of {XXI} century,2015,,,Zhurnal obshcheĭ biologii,444596,76,5,390--414,"Tkachenko, K.S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953343281&partnerID=40&md5=566699f820a5ec6822eee81d5c0f827d,Russian,,,"To date, more than a quarter of tropical coral reefs of the World Ocean are believed to be totally de- stroyed. Given the present rates of reefs degradation, this value may be doubled in the nearest 30 years. For the essential part of coastal community, the destruction of coral ecosystems implies the loss of the major food sources, natural protection from storms, and significant (if not the only) revenue from exploi- tation of reefs especially in tourism industry. Finally, the disappearance of low-laying coral islands may threat the local communities by deprivation of living space. Global negative effects include temperature anomalies of sea surface waters and an increase of atmospheric CO2 concentration leading to ocean acidification. Local negative effects are related to in- crease of sedimentation and eutrophication, cyclone and storm passes, coral diseases, chemical pollution, mechanical destruction of corals by humans, anthropogenic depletion of functional groups of fish and invertebrates. An entire set of responses of coral ecosystems to stressful factors on the levels of both separate taxa and ecosystem is discussed. An analysis of published data suggests that with high probability the tropical coral communities will come to collapse stage by the middle of the current century at more than 50\% of the area of their biogeographic range, especially in the regions of dense human population. At the most optimistic scenario, complex effect of reviewed negative factors will result in coral ecosystems main- taining in some areas. However, after global transformations, these ecosystems will be dominated by the most resistant taxa, mainly massive and encrusting forms of long-lived species with low growth rates and high competitive ability. Among such taxa, Poritidae demonstrates the highest adaptive capability. At the most pessimistic scenario, scleractinian communities will be replaced by alternative communities of macroalgae and non-calcareous anthozoans.","RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,coral reef;climate change;Climate Change;Coral Reefs;animal;Animals;human;Humans;Anthozoa,,
rayyan-296974293,Research progress on techniques for artificial propagation of corals,2015,,,Chinese Journal of Applied Ecology,10019332,26,9,2903--2912,"Wang, S.-H. and Hong, W.-T. and Chen, J.-X. and Chen, Y. and Wang, Y.-L. and Zhang, Z.-P. and Weng, Z.-H. and Xie, Y.-J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945117729&partnerID=40&md5=64303578421200c4dbe30868da48be21,Chinese,,,"The natural coral reef resources degrade rapidly because of climate change, environmental pollution and exploitation of aquarium species. Artificial propagation is an effective way to facilitate the reduction of wild harvesting, reef restoration, preservation of biodiversity. This paper reviewed the technique and research progresses focused on coral artificial propagation. We compared the advantages and disadvantages of sexual reproduction and asexual reproduction as well as in situ and ex situ propagation. Moreover, we summarized the important roles of irradiation, flow rate, nutrients, feed and other factors in coral propagation within recirculating aquaculture system (RAS). Irradiation is the key to successful ex situ coral culture and different species show different needs of radiation intensity and light spectrum. Therefore, artificial lighting in RAS, as well as power and maintenance costs, are very important for ex situ coral aquaculture. In addition, corals are very sensitive to NH4 +, NO3 -, NO2 - as well as phosphate in RAS, and many physical, chemical and biological methods are acquired to maintain low nutrients condition. Although RAS has progressed a lot in terms of irradiation, flow rate and nutrient control, future studies also should focus on sexual reproduction, genetic modification and disease control. ©, 2015, Editorial Board of Chinese Journal of Applied Ecology. All right reserved.","Publisher: Editorial Board of Chinese Journal of Applied Ecology | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,coral reef;climate change;Climate Change;Coral Reefs;animal;Animals;Biodiversity;Anthozoa;procedures;biodiversity;development and aging;growth;aquaculture;ecosystem restoration;Aquaculture;Environmental Restoration and Remediation;irradiation;light intensity;recirculating system;sexual reproduction;vegetative propagation,,
rayyan-296974295,Emerging coral diseases: {A} temperature-driven process?,2015,,,Marine Ecology,1739565,36,3,278--291,"Miller, A.W. and Richardson, L.L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937827645&doi=10.1111%2fmaec.12142&partnerID=40&md5=996bc80181f5a663e3c13eb37206f9b8,English,,,"In the last few decades there has been a surge in research focusing on coral disease. While climate change, specifically rising sea surface temperature, has been proposed as a major and growing driver of the emergence of marine diseases, to date a solid connection between disease epizootics and elevated sea surface temperature has not been established. However, a wealth of data now exists, compiled from many different perspectives, that may support such a connection. In this work we provide a comprehensive review targeting one coral disease, black band disease, that spans the infection process, pathobiology, and epizootiology, and links specific mechanisms of the disease process to increasing temperatures. This temperature-driven pattern of infection can be expanded to include similar processes associated with other temperature-related coral diseases. The conclusions presented here are based upon the results of many studies using a diverse suite of approaches that have been synthesized to argue that the emergence and continuing spread of black band disease is linked to warming sea surface temperatures. In summary, as global ocean temperatures increase seasonally and over decades, the environment shifts to become more favorable for the growth of potentially pathogenic microorganisms endemic to the immediate environment of the reef. The increase in the relative number of potential pathogens in the microbial community produces microenvironments conducive to the growth of other potential pathogens, leading to infection by a polymicrobial consortium. This consortium is easily perturbed by a (seasonal) temperature decrease, but remains associated with the coral host and can be reactivated with a subsequent seasonal increase in temperature, resulting in a cycle of temperature-dependent disease emergence. © 2015 Blackwell Verlag GmbH.","RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,coral reef;climate change;Anthozoa;sea surface temperature;cyanobacterium;pathology;microbial community;climate effect;Cyanobacteria;temperature effect;infectious disease;pathogen;infectivity;microbial mat;coral disease;cyanobacteria;Black band disease;elevated temperature,,
rayyan-296974318,Building coral reef resilience through assisted evolution,2015,,,Proceedings of the National Academy of Sciences of the United States of America,278424,112,8,2307--2313,"Van Oppen, M.J.H. and Oliver, J.K. and Putnam, H.M. and Gates, R.D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923673725&doi=10.1073%2fpnas.1422301112&partnerID=40&md5=57cfd99fff55e008c9b3c7e608af5d06,English,,,"The genetic enhancement of wild animals and plants for characteristics that benefit human populations has been practiced for thousands of years, resulting in impressive improvements in commercially valuable species. Despite these benefits, genetic manipulations are rarely considered for noncommercial purposes, such as conservation and restoration initiatives. Over the last century, humans have driven global climate change through industrialization and the release of increasing amounts of CO2, resulting in shifts in ocean temperature, ocean chemistry, and sea level, as well as increasing frequency of storms, all of which can profoundly impact marine ecosystems. Coral reefs are highly diverse ecosystems that have suffered massive declines in health and abundance as a result of these and other direct anthropogenic disturbances. There is great concern that the high rates, magnitudes, and complexity of environmental change are overwhelming the intrinsic capacity of corals to adapt and survive. Although it is important to address the root causes of changing climate, it is also prudent to explore the potential to augment the capacity of reef organisms to tolerate stress and to facilitate recovery after disturbances. Here, we review the risks and benefits of the improvement of natural and commercial stocks in noncoral reef systems and advocate a series of experiments to determine the feasibility of developing coral stocks with enhanced stress tolerance through the acceleration of naturally occurring processes, an approach known as (human)-assisted evolution, while at the same time initiating a public dialogue on the risks and benefits of this approach.","Publisher: National Academy of Sciences | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,coral reef;climate change;marine environment;Review;nonhuman;risk assessment;Anthozoa;environmental protection;acclimatization;adaptation;selective breeding;epigenetics;priority journal;evolutionary adaptation;ecosystem resilience;evolution;Animalia;ecosystem restoration;stress;DNA modification;genetic manipulation;life history trait;transgenic organism;microbial symbionts;transgenerational acclimatization,,
rayyan-296974322,The role of vibrios in diseases of corals,2015,,,Microbiology Spectrum,21650497,3,4,,"Munn, C.B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85001819210&doi=10.1128%2fmicrobiolspec.VE-0006-2014&partnerID=40&md5=cc2c1b33a404058f9142e0f9a603c540,English,,,"The tissue, skeleton, and secreted mucus of corals supports a highly dynamic and diverse community of microbes, which play a major role in the health status of corals such as the provision of essential nutrients or the metabolism of waste products. However, members of the Vibrio genus are prominent as causative agents of disease in corals. The aim of this chapter is to review our understanding of the spectrum of disease effects displayed by coral-associated vibrios, with a particular emphasis on the few species where detailed studies of pathogenicity have been conducted. The role of Vibrio shilonii in seasonal bleaching of Oculina patagonica and the development of the coral probiotic hypothesis is reviewed, pointing to unanswered questions about this phenomenon. Detailed consideration is given to studies of V. coralliilyticus and related pathogens and changes in the dominance of vibrios associated with coral bleaching. Other Vibrio-associated disease syndromes discussed include yellow band/blotch disease and tissue necrosis in temperate gorgonian corals. The review includes analysis of the role of enzymes, resistance to oxidative stress, and quorum sensing in virulence of coral-associated vibrios. The review concludes that we should probably regard most-possibly all-vibrios as ""opportunistic"" pathogens which, under certain environmental conditions, are capable of overwhelming the defense mechanisms of appropriate hosts, leading to rapid growth and tissue destruction. © 2016 American Society for Microbiology. All rights reserved.","Publisher: American Society for Microbiology | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,animal;Animals;genetics;Anthozoa;microbiology;physiology;classification;isolation and purification;Vibrio,,
rayyan-296974341,"To {Understand} {Coral} {Disease}, {Look} at {Coral} {Cells}",2014,,,EcoHealth,16129202,11,4,610--618,"Work, T. and Meteyer, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930817389&doi=10.1007%2fs10393-014-0931-1&partnerID=40&md5=1a496dd0c0aac8387987486285973640,English,,,"Diseases threaten corals globally, but 40 years on their causes remain mostly unknown. We hypothesize that inconsistent application of a complete diagnostic approach to coral disease has contributed to this slow progress. We quantified methods used to investigate coral disease in 492 papers published between 1965 and 2013. Field surveys were used in 65\% of the papers, followed by biodetection (43\%), laboratory trials (20\%), microscopic pathology (21\%), and field trials (9\%). Of the microscopic pathology efforts, 57\% involved standard histopathology at the light microscopic level (12\% of the total investigations), with the remainder dedicated to electron or fluorescence microscopy. Most (74\%) biodetection efforts focused on culture or molecular characterization of bacteria or fungi from corals. Molecular and immunological tools have been used to incriminate infectious agents (mainly bacteria) as the cause of coral diseases without relating the agent to specific changes in cell and tissue pathology. Of 19 papers that declared an infectious agent as a cause of disease in corals, only one (5\%) used microscopic pathology, and none fulfilled all of the criteria required to satisfy Koch’s postulates as applied to animal diseases currently. Vertebrate diseases of skin and mucosal surfaces present challenges similar to corals when trying to identify a pathogen from a vast array of environmental microbes, and diagnostic approaches regularly used in these cases might provide a model for investigating coral diseases. We hope this review will encourage specialists of disease in domestic animals, wildlife, fish, shellfish, and humans to contribute to the emerging field of coral disease. © 2014, International Association for Ecology and Health (outside the USA).","Publisher: Springer Science and Business Media, LLC | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,animal;Animals;coral;Anthozoa;pathology;disease;environment;Environment;Animal Diseases;cytology;epizootiology;diagnostics,,
rayyan-296974360,Perspectives on massive coral growth rates in a changing ocean,2014,,,Biological Bulletin,63185,226,3,187--202,"Lough, J.M. and Cantin, N.E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905167388&doi=10.1086%2fBBLv226n3p187&partnerID=40&md5=36147e4bedf6fbab04338bcbd3131481,English,,,"The tropical ocean environment is changing at an unprecedented rate, with warming and severe tropical cyclones creating obvious impacts to coral reefs within the last few decades and projections of acidification raising concerns for the future of these iconic and economically important ecosystems. Documenting variability and detecting change in global and regional climate relies upon high quality observational records of climate variables supplemented, prior to the mid-19th century, with reconstructions from various sources of proxy climate information. Here we review how annual density banding patterns that are recorded in the skeletons of massive reef-building corals have been used to document environmental change and impacts within coral reefs. Massive corals provide a historical perspective of continuous calcification processes that pre-date most ecological observations of coral reefs. High-density stress bands, abrupt declines in annual linear extension, and evidence of partial mortality within the skeletal growth record reveal signatures of catastrophic stress events that have recently been attributed to mass bleaching events caused by unprecedented thermal stress. Comparison of recent trends in annual calcification with century-scale baseline calcification rates reveals that the frequency of growth anomalies has increased since the late 1990s throughout most of the world's coral reef ecosystems. Continuous coral growth histories provide valuable retrospective information on the coral response to environmental change and the consequences of anthropogenic climate change. Co-ordinated efforts to synthesize and combine global calcification histories will greatly enhance our understanding of current calcification responses to a changing ocean. © 2014 Marine Biological Laboratory.","Publisher: Marine Biological Laboratory | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,bleaching;coral reef;climate change;Climate Change;animal;Animals;article;coral;Anthozoa;growth rate;Oceans and Seas;sea;environmental change;development and aging;growth;acidification;calcification;bone mineralization;Calcification;Physiologic;historical perspective;environment;Environment;regional climate,,
rayyan-296974367,Evidence for multiple stressor interactions and effects on coral reefs,2014,,,Global Change Biology,13541013,20,3,681--697,"Ban, S.S. and Graham, N.A.J. and Connolly, S.R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893636292&doi=10.1111%2fgcb.12453&partnerID=40&md5=0107d66b381154248b91da7da1d57f95,English,,,"Concern is growing about the potential effects of interacting multiple stressors, especially as the global climate changes. We provide a comprehensive review of multiple stressor interactions in coral reef ecosystems, which are widely considered to be one of the most sensitive ecosystems to global change. First, we synthesized coral reef studies that examined interactions of two or more stressors, highlighting stressor interactions (where one stressor directly influences another) and potentially synergistic effects on response variables (where two stressors interact to produce an effect that is greater than purely additive). For stressor-stressor interactions, we found 176 studies that examined at least 2 of the 13 stressors of interest. Applying network analysis to analyze relationships between stressors, we found that pathogens were exacerbated by more costressors than any other stressor, with ca. 78\% of studies reporting an enhancing effect by another stressor. Sedimentation, storms, and water temperature directly affected the largest number of other stressors. Pathogens, nutrients, and crown-of-thorns starfish were the most-influenced stressors. We found 187 studies that examined the effects of two or more stressors on a third dependent variable. The interaction of irradiance and temperature on corals has been the subject of more research (62 studies, 33\% of the total) than any other combination of stressors, with many studies reporting a synergistic effect on coral symbiont photosynthetic performance (n = 19). Second, we performed a quantitative meta-analysis of existing literature on this most-studied interaction (irradiance and temperature). We found that the mean effect size of combined treatments was statistically indistinguishable from a purely additive interaction, although it should be noted that the sample size was relatively small (n = 26). Overall, although in aggregate a large body of literature examines stressor effects on coral reefs and coral organisms, considerable gaps remain for numerous stressor interactions and effects, and insufficient quantitative evidence exists to suggest that the prevailing type of stressor interaction is synergistic. © 2013 John Wiley \& Sons Ltd.","RAYYAN-INCLUSION: {""Patrice""=>""Included""} | RAYYAN-LABELS: extracted,CEESAT done,meta-analysis",,coral reef;climate change;Climate Change;Coral Reefs;environmental stress;animal;Animals;review;Anthozoa;physiology;meta-analysis;Physiological;coral bleaching;overfishing;global climate;physiological stress;ecosystem response;Stress;nutrient;Acanthaster planci;temperature effect;Asteroidea;pathogen;irradiance,,
rayyan-296974372,Climate change influences on marine infectious diseases: {Implications} for management and society,2014,,,Annual Review of Marine Science,19411405,6,,249--277,"Burge, C.A. and Mark Eakin, C. and Friedman, C.S. and Froelich, B. and Hershberger, P.K. and Hofmann, E.E. and Petes, L.E. and Prager, K.C. and Weil, E. and Willis, B.L. and Ford, S.E. and Harvell, C.D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891856871&doi=10.1146%2fannurev-marine-010213-135029&partnerID=40&md5=3e915514bc8dc57096e29257141bbcfd,English,,,"Infectious diseases are common in marine environments, but the effects of a changing climate on marine pathogens are not well understood. Here we review current knowledge about how the climate drives host-pathogen interactions and infectious disease outbreaks. Climate-related impacts on marine diseases are being documented in corals, shellfish, finfish, and humans; these impacts are less clearly linked for other organisms. Oceans and people are inextricably linked, and marine diseases can both directly and indirectly affect human health, livelihoods, and well-being. We recommend an adaptive management approach to better increase the resilience of ocean systems vulnerable to marine diseases in a changing climate. Land-based management methods of quarantining, culling, and vaccinating are not successful in the ocean; therefore, forecasting conditions that lead to outbreaks and designing tools approaches to influence these conditions may be the best way to manage marine disease. Copyright © 2014 by Annual Reviews.","RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,Oceanography;Marine environment;climate change;Climate change;Climate Change;marine environment;animal;Animals;human;Humans;article;adaptive management;global warming;mass mortality;Health;animal disease;host-pathogen interaction;infectious disease;vaccination;Adaptive Management;communicable disease;Communicable Diseases;Epizootics;food poisoning;Foodborne Diseases;Host-pathogen interactions;Infectious disease outbreaks;Mass mortality;Ocean warming;Oceans;Pathogens;Military Personnel,,
rayyan-296974374,"Microbes in the coral holobiont: {Partners} through evolution, development, and ecological interactions",2014,,,Frontiers in Cellular and Infection Microbiology,22352988,4,,,"Thompson, J.R. and Rivera, H.E. and Closek, C.J. and Medina, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990976005&doi=10.3389%2ffcimb.2014.00176&partnerID=40&md5=1917b8681d02376aa0765aa6a8481d51,English,,,"In the last two decades, genetic and genomic studies have revealed the astonishing diversity and ubiquity of microorganisms. Emergence and expansion of the human microbiome project has reshaped our thinking about how microbes control host health - not only as pathogens, but also as symbionts. In coral reef environments, scientists have begun to examine the role that microorganisms play in coral life history. Herein we review the current literature on coral-microbe interactions within the context of their role in evolution, development, and ecology. We ask the following questions, first posed by McFall-Ngai et al., 2013 in their review of animal evolution, with specific attention to how coral-microbial interactions may be affected under future environmental conditions: 1) How do corals and their microbiome affect each other's genomes? 2) How does coral development depend on microbial partners? 3) How is homeostasis maintained between corals and their microbial symbionts? 4) How can ecological approaches deepen our understanding of the multiple levels of coral microbial interactions? Elucidating the role that microorganisms play in the structure and function of the holobiont is essential for understanding how corals maintain homeostasis and acclimate to changing environmental conditions. © 2014 Thompson, Rivera, Closek and Medina.","Publisher: Frontiers Media S.A. | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,bleaching;coral reef;ecosystem;coral;nonhuman;Anthozoa;Article;symbiosis;metamorphosis;symbiont;microbial community;carbon;holobiont;homeostasis;predation;alga;Symbiodinium;evolution;reproduction;planula;immune response;organismal interaction;colony formation;nitrogen fixation;gametogenesis;mucus;antibiosis;coral-microbial interaction;electrophile;interstitium;nutrient supply;phototroph;resource partitioning;sexual maturation;bacterial interactions;biological;pollution and global change,,
rayyan-296974375,The engine of the reef: {Photobiology} of the coral-algal symbiosis,2014,,,Frontiers in Microbiology,1664302X,5,,,"Roth, M.S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987806930&doi=10.3389%2ffmicb.2014.00422&partnerID=40&md5=1dba9e817074298f3aababeb0d3c45ed,English,,,"Coral reef ecosystems thrive in tropical oligotrophic oceans because of the relationship between corals and endosymbiotic dinoflagellate algae called Symbiodinium. Symbiodinium convert sunlight and carbon dioxide into organic carbon and oxygen to fuel coral growth and calcification, creating habitat for these diverse and productive ecosystems. Light is thus a key regulating factor shaping the productivity, physiology, and ecology of the coral holobiont. Similar to all oxygenic photoautotrophs, Symbiodinium must safely harvest sunlight for photosynthesis and dissipate excess energy to prevent oxidative stress. Oxidative stress is caused by environmental stressors such as those associated with global climate change, and ultimately leads to breakdown of the coral-algal symbiosis known as coral bleaching. Recently, large-scale coral bleaching events have become pervasive and frequent threatening and endangering coral reefs. Because the coral-algal symbiosis is the biological engine producing the reef, the future of coral reef ecosystems depends on the ecophysiology of the symbiosis. This review examines the photobiology of the coral-algal symbiosis with particular focus on the photophysiological responses and timescales of corals and Symbiodinium. Additionally, this review summarizes the light environment and its dynamics, the vulnerability of the symbiosis to oxidative stress, the abiotic and biotic factors influencing photosynthesis, the diversity of the coral-algal symbiosis, and recent advances in the field. Studies integrating physiology with the developing ""omics"" fields will provide new insights into the coral-algal symbiosis. Greater physiological and ecological understanding of the coral-algal symbiosis is needed for protection and conservation of coral reefs. © 2014 Roth.","Publisher: Frontiers Media S.A. | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,coral reef;Review;nonhuman;oxidative stress;photosynthesis;symbiosis;carotenoid;unclassified drug;population abundance;biodiversity;carbon;dinoflagellate;oxygen;carbon dioxide;calcification;antioxidant;Symbiodinium;amino acid;mycosporine like amino acid;pigment;fluorescent protein;acclimation;ecophysiology;light quality;peptides and proteins;photobiology;photochemical quenching;photosynthetic photon flux density;scleractinian corals;photophysiology;photoprotection,,
rayyan-296974376,Novel tools integrating metabolic and gene function to study the impact of the environment on coral symbiosis,2014,,,Frontiers in Microbiology,1664302X,5,,,"Pernice, M. and Levy, O.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987781489&doi=10.3389%2ffmicb.2014.00448&partnerID=40&md5=e425497af8f434601905223b922660cb,English,,,"The symbiotic dinoflagellates (genus Symbiodinium) inhabiting coral endodermal tissues are well known for their role as keystone symbiotic partners, providing corals with enormous amounts of energy acquired via photosynthesis and the absorption of dissolved nutrients. In the past few decades, corals reefs worldwide have been increasingly affected by coral bleaching (i.e., the breakdown of the symbiosis between corals and their dinoflagellate symbionts), which carries important socio-economic implications. Consequently, the number of studies focusing on the molecular and cellular processes underlying this biological phenomenon has grown rapidly, and symbiosis is now widely recognized as a major topic in coral biology. However, obtaining a clear image of the interplay between the environment and this mutualistic symbiosis remains challenging. Here, we review the potential of recent technological advances in molecular biology and approaches using stable isotopes to fill critical knowledge gaps regarding coral symbiotic function. Finally, we emphasize that the largest opportunity to achieve the full potential in this field arises from the integration of these technological advances. © 2014 Pernice and Levy.","Publisher: Frontiers Media S.A. | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,coral;nonhuman;Article;oxidative stress;protein expression;photosynthesis;symbiosis;environmental change;genomics;temperature stress;fluorescence in situ hybridization;Symbiodinium;apoptosis;gene function;sequence analysis;molecular biology;next generation sequencing;endoplasmic reticulum associated degradation;light stress;unfolded protein response;stable isotopes,,
rayyan-296974379,The immune responses of the coral,2014,,,Invertebrate Survival Journal,1824307X,11,,319--328,"Toledo-Hernández, C. and Ruiz-Diaz, C.P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930668902&partnerID=40&md5=9680777b7ca12dd3203b1adecc7fafdc,English,,,"Corals are among the most ancient extant animals on earth. Currently, coral viability is threatened, due in part to the increased number of diseases affecting them in recent decades. Understanding how the innate immune systems of corals function is important if we want to predict the fate of corals and their response to the environmental and biological changes they face. In this review we discuss the latest findings regarding the innate immune systems of corals. The review is organized following the chronology of steps taken by corals from the initial encounter with a potential pathogen and recognition of threats to the orchestration of a response. We begin with the literature describing the repertory of immune-related receptors involved in the recognition of threats and the subsequent pathways leading to an immune response. We then review the effector responses that eliminate the threats described for corals. Finally, we acknowledge the literature of coral microbiology to access the potential role of microbes as an essential constituent of the coral immune system. © 2014 Universita degli Studi di Modena e Reggio Emilia. All rights reserved.","Publisher: Universita degli Studi di Modena e Reggio Emilia | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,Anthozoa;Animalia;immune response;afferent and effector arms;coral diseases;coral-associated microbes,,
rayyan-296974386,Keeping the ‘{Great}’ in the {Great} {Barrier} {Reef}: {Large}-scale governance of the {Great} {Barrier} {Reef} {Marine} {Park},2014,,,International Journal of the Commons,18750281,8,2,396--427,"Evans, L.S. and Ban, N.C. and Schoon, M. and Nenadovic, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907016181&doi=10.18352%2fijc.405&partnerID=40&md5=80b6019da95259ed0e52fd1d565e9ec5,English,,,"As part of an international collaboration to compare large-scale commons, we used the Social-Ecological Systems Meta-Analysis Database (SESMAD) to systematically map out attributes of and changes in the Great Barrier Reef Marine Park (GBRMP) in Australia. We focus on eight design principles from common-pool resource (CPR) theory and other key social-ecological systems governance variables, and explore to what extent they help explain the social and ecological outcomes of park management through time. Our analysis showed that commercial fisheries management and the re-zoning of the GBRMP in 2004 led to improvements in ecological condition of the reef, particularly fisheries. These boundary and rights changes were supported by effective monitoring, sanctioning and conflict resolution. Moderate biophysical connectivity was also important for improved outcomes. However, our analysis also highlighted that continued challenges to improved ecological health in terms of coral cover and biodiversity can be explained by fuzzy boundaries between land and sea, and the significance of external drivers to even large-scale social-ecological systems (SES). While ecological and institutional fit in the marine SES was high, this was not the case when considering the coastal SES. Nested governance arrangements become even more important at this larger scale. To our knowledge, our paper provides the first analysis linking the re-zoning of the GBRMP to CPR and SES theory. We discuss important challenges to coding large-scale systems for meta-analysis. © 2014 Igitur publishing. All rights reserved.","Publisher: Igitur, Utrecht Publishing and Archiving Services | RAYYAN-INCLUSION: {""Patrice""=>""Included""} | RAYYAN-LABELS: extracted,CEESAT done,systematic map",,Great Barrier Reef;Coral reefs;fisheries;social-ecological system;marine;large-scale;Military Personnel,,
rayyan-296974403,Traditional vs new approaches for assessing coral health: {A} global overview and the paradigm of {French} polynesia,2014,,,Journal of Marine Science and Technology (Taiwan),10232796,22,1,25--35,"Hédouin, L. and Berteaux-Lecellier, V.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901783096&doi=10.6119%2fJMST-013-0813-2&partnerID=40&md5=aa96996247fe4cb6a1f2cd0d2bb2bf9a,English,,,"Today, there is increasing concern regarding the capacity of Scleractinian corals to sustain the growing number of insults associated with global and local changes (e.g. global warming, ocean acidification, pollution). If corals are to exist, there is an urgent need to use indicators of coral health that provide insight into early sub lethal shifts in corals before the irreversible effects of exposure manifest at the population and community levels. This paper will provide an overview of the most relevant and appropriate indicators of coral health currently used in traditional monitoring programs (traditional approach) or those that could be used in a near future to improve assessment of coral health (new and proactive approach). In addition, by using French Polynesia coral reefs as a study case, this paper will present how coral health was assessed in the past and how it will be in a near future.","Publisher: National Taiwan Ocean University | RAYYAN-INCLUSION: {""Samantha""=>""Included""} | RAYYAN-LABELS: extracted",,Global warming;Health;Ocean acidifications;French Polynesia;stress;Indicators (instruments);Scleractinian corals;Traditional approaches;Coral heath;French polynesia;Irreversible effects;Monitoring programs;Pro-active approach;Stresses;coral heath;indicator,,
rayyan-296974407,Long-term change in coral cover and the effectiveness of marine protected areas in the {Philippines}: {A} meta-analysis,2014,,,Hydrobiologia,188158,733,1,5--17,"Magdaong, E.T. and Fujii, M. and Yamano, H. and Licuanan, W.Y. and Maypa, A. and Campos, W.L. and Alcala, A.C. and White, A.T. and Apistar, D. and Martinez, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900445085&doi=10.1007%2fs10750-013-1720-5&partnerID=40&md5=be954aca1e5bce44862a681efa958594,English,,,"Although coral declines have been reported from major reefs of the world, region-specific trends still remain unclear, particularly in areas with high diversity such as the Philippines. We assessed the temporal patterns of the magnitude and trajectory of coral cover change in the Philippines using survey data collected from 317 sites. We examined the rate of change in coral cover in relation to time, effects of bleaching and protection against fishing and assessed the efficacy of marine protected areas (MPAs) using meta-analysis. Results showed an overall increase in coral cover in the Philippines from 1981 to 2010. Protection from fishing contributed to the overall increase in the mean annual rate of change as the coral cover significantly increased within MPAs than outside. The significant differences in the rate of coral cover change through time were influenced by chronic anthropogenic stresses, coinciding with the timing of thermal stress and the establishment of MPAs. The rate of change in coral cover was independent of the level of protection and the age and size of MPA. © 2013 Springer Science+Business Media Dordrecht.","Publisher: Kluwer Academic Publishers | RAYYAN-INCLUSION: {""Patrice""=>""Included""} | RAYYAN-LABELS: extracted,CEESAT done,meta-analysis",,coral;Anthozoa;meta-analysis;Meta-analysis;coral bleaching;Bleaching;fishing;Philippines;protected area;survey;long-term change;Marine protected areas;Coral cover;Military Personnel,,
